Item Code,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,Ingredients,Item Description,Whse,Cost,Incl Price,
MIS-HBT-EAC,0,Happy Birthday Cake Topper,miscellaneous,external,,Happy Birthday Cake Topper,OD200,0.00,120.00,
MIS-HEL-5LTR,0,Heluim Small Cylinder,consumables,external,,Heluim Small Cylinder,OD200,0.00,,
MIS-HEL-LAR,0,Heluim Large,miscellaneous,external,,Heluim Large,OD200,0.00,,
MIS-HEL-SML,0,Heluim Small,miscellenous,external,,Heluim Small,OD200,0.00,,
MIS-LEA-EAC,8018,Leaves,miscellaneous,external,,Leaves,OD200,1.66,3.00,
MIS-MAT-EAC,60069795,Matches,consumables,external,,Matches,OD200,0.78,1.00,
MIS-MGR-EAC,8035,Rib Metallic Gold,miscellaneous,external,,Rib Metallic Gold,OD200,2.36,15.00,
MIS-MSR-EAC,8036,Rib Metallic Silver,miscellaneous,external,,Rib Metallic Silver,OD200,0.00,15.00,
MIS-MVU-EAC,8032,Mvutu,miscellaneous,external,,Mvutu,OD200,0.00,8.00,
MIS-NOV-EAC,30524,Novelities Sets,miscellaneous,external,,Novelities Sets,OD200,0.00,120.00,
MIS-OOH-EACH,0,Overheads,consumables,external,,Overheads,OD200,1.00,,
MIS-PLA-EAC,8019,Plasters,consumables,external,,Plasters,OD200,0.00,0.80,
MIS-RIP-EAC,10299,Ribbon Picture,ingredient,external,,Ribbon Picture,OD200,0.00,150,
MIS-RMV-EAC,8033,Mvutu Rainbow,miscellaneous,external,,Mvutu Rainbow,OD200,0.00,8.00,
MIS-ROS-EAC,8020,Roses,miscellaneous,external,,Roses,OD200,5.42,12.00,
MIS-RSS-EAC,0,Roses Small New Assorted Colours,miscellenous,external,,Roses Small New Assorted Colours,OD200,0.00,12.00,
MIS-SBE-EAC,8030,Silver Beads,miscellaneous,external,,Silver Beads,OD200,0.00,15.00,
MIS-SDC-EAC,30515,Same Day Charge,miscellaneous,external,,Same Day Charge,OD200,0.00,30.00,
MIS-SFB-EAC,0,Sign Happy Birthday Gold Foil,miscellaneous,external,,Sign Happy Birthday Gold Foil,OD200,0.00,8.00,
MIS-SGA-EAC,8026,Sign H.A. Gold,miscellaneous,external,,Sign H.A. Gold,OD200,0.00,10.00,
MIS-SGB-EAC,8028,Sign H.B. Gold,miscellaneous,external,,Sign H.B. Gold,OD200,0.00,10.00,
MIS-SWR-EAC,30522,Silver Writing,miscellaneous,external,,Silver Writing,OD200,0.00,15.00,
MIS-WHC-EAC,0,Additional Whipped Cream,miscellaneous,external,,Additional Whipped Cream,OD200,0.00,7.00,
MIS-XSR-EAC,0,Xmas Sticker Scroll English,miscellaneous,external,,Xmas Sticker Scroll English,OD200,0.31,,
PAC -F3D-EAC,0,F3 Double Wall Pie box,packaging,external,,F3 Double Wall Pie box,OD200,18.00,,
PAC- BTL-EACH,0,Bag Brown Thrifty Paper Bag Large,packaging,external,,Bag Brown Thrifty Paper Bag Large,OD200,0.00,,
PAC- CUC-350ML,0,Cup Clear 350ML,packaging,external,,Cup Clear 350ML,OD200,1.17,,
PAC- HAB-EAC,0,Hamburger Base Black F60,packaging,external,,Hamburger Base Black F60,OD200,0.24,,
PAC- LIC- 350ML,0,Lids Clear 350ML,packaging,external,,Lids Clear 350ML,OD200,0.70,,
PAC- MIN-EAC,0,Cup Cake Boxes With Inserts,packaging,external,,Cup Cake Boxes With Inserts,OD200,10.43,,
PAC- NAB-EAC,0,Name Badges,consumables,external,,Name Badges,OD200,0.00,,
PAC- SDL-EAC,0,Square Desert Lid,packaging,external,,Square Desert Lid,OD200,0.00,,
PAC-083-EAC,0,83X54X300 30mic,packaging,external,,83X54X300 30mic,OD200,0.00,,
PAC-083-EAC,0,83X54X300 30mic,packaging,external,,83X54X300 30mic,OD200,0.00,,
PAC-12X-EAC,30254,12x12x6,packaging,external,,12x12x6,OD200,12.84,,
PAC-14X-EAC,30255,14X14X6,packaging,external,,14X14X6,OD200,13.13,,
PAC-16X-EAC,30256,16x16x6,packaging,external,,16x16x6,OD200,16.56,,
PAC-18H-EAC,30257,18X18X5 High,packaging,external,,18X18X5 High,OD200,10.86,,
PAC-18X-EAC,30258,18X18X6,packaging,external,,18X18X6,OD200,18.89,,
PAC-196-EAC,30267,196T swissroll folder,packaging,external,,196T swissroll folder,OD200,1.77,,
PAC-200-EAC,30291,Foil Container 100 (200IL),packaging,external,,Foil Container 100 (200IL),OD200,0.36,,
PAC-20H-EAC,30266,20X20X5 High,packaging,external,,20X20X5 High,OD200,0.00,,
PAC-20X-EAC,30259,20X20X6,packaging,external,,20X20X6,OD200,29.05,,
PAC-214-EAC,0,214 Gateaux Dome,packaging,external,,214 Gateaux Dome,OD200,2.94,,
PAC-215-EAC,30706,215 Gateaux Base,packaging,external,,215 Gateaux Base,OD200,1.56,,
PAC-225-EAC,30804,225X270X30MIC Scone bag medium,packaging,external,,225X270X30MIC Scone bag medium,OD200,0.46,,
PAC-260-EAC,30806,260*450*25mic,packaging,external,,260*450*25mic,OD200,0.23,,
PAC-300-EAC,30292,Foil Container 100 (3001P),packaging,external,,Foil Container 100 (3001P),OD200,1.34,,
PAC-310-EAC,30808,310*450*30mic,packaging,external,,310*450*30mic,OD200,0.39,,
PAC-315-EAC,30268,315 bar one dome,packaging,external,,315 bar one dome,OD200,2.58,,
PAC-317-EAC,30269,317 bar one base,packaging,external,,317 bar one base,OD200,1.50,,
PAC-400-EAC,30807,250*400*40mic Rolls large,packaging,external,,250*400*40mic Rolls large,OD200,0.77,,
PAC-405-EAC,30287,4051 foil container,packaging,external,,4051 foil container,OD200,0.92,,
PAC-419-EAC,30692,4191 Foil Container,packaging,external,,4191 Foil Container,OD200,0.00,,
PAC-450-EAC,30805,250*450*30mic Naan exlarge,packaging,external,,250*450*30mic Naan exlarge,OD200,0.88,,
PAC-552-EAC,30801,5*5*2.5,packaging,external,,5*5*2.5,OD200,1.30,,
PAC-572-EAC,30737,5*5*2.5,packaging,external,,5*5*2.5,OD200,1.64,3.00,
PAC-572-EAC,30737,5*5*2.5,packaging,external,,5*5*2.5,OD200,1.52,,
PAC-573-EAC,30827,5*7*3,packaging,external,,5*7*3,OD200,1.93,4.00,
PAC-573-EAC,30827,5*7*3,packaging,external,,5*7*3,OD200,1.61,,
PAC-73D-EAC,30725,No 73D Foam Tray,packaging,external,,No 73D Foam Tray,OD200,0.33,,
PAC-773-EAC,30800,7*7*3 Diwali Boxes,packaging,external,,7*7*3 Diwali Boxes,OD200,2.73,,
PAC-835-EAC,30303,Bag 1000 83*54*300mm,packaging,external,,Bag 1000 83*54*300mm,OD200,0.00,,
PAC-882-EAC,0,8X8X2,packaging,external,,8X8X2,OD200,2.52,6.00,
PAC-882-EAC,0,8X8X2,packaging,external,,8X8X2,OD200,2.05,,
PAC-884-EAC,30486,8X8X4,packaging,external,,8X8X4,OD200,3.89,9.00,
PAC-884-EAC,30486,8X8X4,packaging,external,,8X8X4,OD200,3.80,,
PAC-A34-EAC,30587,A34 Round Cake Dome,packaging,external,,A34 Round Cake Dome,OD200,1.90,,
PAC-A35-EAC,30588,A35 Round Cake Base,packaging,external,,A35 Round Cake Base,OD200,1.05,,
PAC-B75-EAC,0,K75 Base,packaging,external,,K75 Base,OD200,0.00,,
PAC-BAG-EAC,6.00968E+12,Bags 1000 White Midi,packaging,external,,Bags 1000 White Midi,OD200,0.74,1.50,
PAC-BAG-EAC,6.00968E+12,Bags 1000 White Midi,packaging,external,,Bags 1000 White Midi,OD200,0.74,,
PAC-BAG-JUM,6.00968E+12,Bags 1000 White Jumbo,packaging,external,,Bags 1000 White Jumbo,OD200,1.05,1.50,
PAC-BAG-JUM,6.00968E+12,Bags 1000 White Jumbo,packaging,external,,Bags 1000 White Jumbo,OD200,0.82,,
PAC-BBC-EAC,0,Bon Bon Biscuit Container,packaging,external,,Bon Bon Biscuit Container,OD200,0.00,,
PAC-BBL-EAC,0,Bon Bon Biscuit Lid,packaging,external,,Bon Bon Biscuit Lid,OD200,0.00,,
PAC-BEB-EAC,0,Empty Bandini Box,packaging,external,,Empty Bandini Box,OD200,0.00,,
PAC-BOR-EAC,30308,Bag on Roll (30x45),packaging,external,,Bag on Roll (30x45),OD200,0.08,,
PAC-BPB-EAC,0,Bag Brown Thrifty Paper Bag meduim,packaging,external,,Bag Brown Thrifty Paper Bag meduim,OD200,0.27,,
PAC-BRE-EAC,30533,Packaging New 76x91 Black Refuse,packaging,external,,Packaging New 76x91 Black Refuse,OD200,0.00,,
PAC-CHO-EAC,30249,Oven Delight Cake Box Choc,packaging,external,,Oven Delight Cake Box Choc,OD200,3.88,,
PAC-CON-EAC,0,7119P Foil container,packaging,external,,7119P Foil container,OD200,3.43,,
PAC-CUC-500ML,0,Cup Clear 500ML,packaging,external,,Cup Clear 500ML,OD200,1.30,,
PAC-D75-EAC,0,K75 Dome,packaging,external,,K75  Dome,OD200,0.00,,
PAC-DCW-EAC,0,High Window Box For Drip cake,packaging,external,,High Window Box For Drip cake,OD200,0.00,,
PAC-EPI-EAC,0,Faze 3 Boxes Empty for Pies,packaging,external,,Faze 3 Boxes Empty for Pies,OD200,20.90,,
PAC-F5B-EAC,0,F50 High Cake Base,packaging,external,,F50 High Cake Base,OD200,1.83,,
PAC-F5B-EAC,0,F50 High Cake Base,packaging,external,,F50 High Cake Base,OD200,1.83,,
PAC-F5D-EAC,0,F50 High Cake Dome,packaging,external,,F50 High Cake Dome,OD200,2.71,,
PAC-F5D-EAC,0,F50 High Cake Dome,packaging,external,,F50 High Cake Dome,OD200,2.71,,
PAC-FLP-EAC,0,Foil - Loaf Pan 4161P,packaging,external,,Foil - Loaf Pan 4161P,OD200,2.39,,
PAC-FOI-EAC,30290,Foil Buns 4051D,packaging,external,,Foil Buns 4051D,OD200,0.85,,
PAC-GP2-EAC,30300,Bag GP 2,packaging,external,,Bag GP 2,OD200,0.10,,
PAC-HAM-EAC,0,Hamburger Dome F60,packaging,external,,Hamburger Dome F60,OD200,1.10,,
PAC-K96-EAC,30280,K 96 milk tart domes,packaging,external,,K 96 milk tart domes,OD200,2.15,,
PAC-LCB-EAC,0,Laser Cut Box Only,packaging,external,,Laser Cut Box Only,OD200,65.00,,
PAC-LEV-EACH,0,EPR LEVY,packaging,external,,EPR LEVY,OD200,0.45,,
PAC-LIC-500ML,0,Lid Clear 500ML,packaging,external,,Lid Clear 500ML,OD200,0.70,,
PAC-LID-EAC,0,7119P Clear lids,packaging,external,,7119P Clear lids,OD200,2.24,,
PAC-LLB-EAC,0,Large Log Base,packaging,external,,Large Log Base,OD200,1.59,,
PAC-LLD-EAC,0,Large Log Dome,packaging,external,,Large Log Dome,OD200,2.40,,
PAC-MAD-EAC,0,Madeira Packaging Small B,packaging,external,,Madeira Packaging Small B,OD200,0.48,,
PAC-MAD-EAC,0,Madeira Packaging Small B,packaging,external,,Madeira Packaging Small B,OD200,0.48,,
PAC-MCC-350ML,0,Milkshake Cup 350ml,packaging,external,,Milkshake Cup 350ml,OD200,0.00,,
PAC-MCL-350ML,0,Milkshake Cup Lids 350ml,packaging,external,,Milkshake Cup Lids 350ml,OD200,0.00,,
PAC-MFO-EAC,30282,Mince pie foil,packaging,external,,Mince pie foil,OD200,0.27,,
PAC-MIN-EAC,30293,Foil Container Mince Pie Tray,packaging,external,,Foil Container Mince Pie Tray,OD200,1.48,,
PAC-NDI-EAC,0,New Diwali Cake Boxes,packacing,external,,New Diwali Cake Boxes,OD200,5.50,,
PAC-P45-EAC,0,P45 Round platter,packaging,external,,P45 Round platter,OD200,10.82,,
PAC-PBH-EAC,0,Platter base - half,packaging,external,,Platter base - half,OD200,3.50,,
PAC-PFB-EAC,0,Platter foil base,packaging,external,,Platter foil base,OD200,11.00,,
PAC-PFB-EAC,0,Platter foil base,packaging,external,,Platter foil base,OD200,11.00,,
PAC-PLD-EAC,0,Platter Dome,packaging,external,,Platter Dome,OD200,8.00,,
PAC-PLD-EAC,0,Platter Dome,packaging,external,,Platter Dome,OD200,8.00,,
PAC-PLH-EAC,0,Platter Lid -Half,packaging,external,,Platter Lid -Half,OD200,3.00,,
PAC-PRD-EAC,0,P45 platter dome,packaging,external,,P45 platter dome,OD200,8.48,,
PAC-PTC-EAC,0,Paper Tulip Cups giant cup cakes,packaging,external,,Paper Tulip Cups giant cup cakes,OD200,0.00,,
PAC-PTC-EAC,0,Paper Tulip Cups giant cup cakes,packaging,external,,Paper Tulip Cups giant cup cakes,OD200,0.00,,
PAC-REC-EAC,0,Rectangle Pie Foil,packaging,external,,Rectangle Pie Foil,OD200,0.55,,
PAC-REF-EAC,30492,Packaging Black Refuse,packaging,external,,Packaging Black Refuse,OD200,0.00,,
PAC-SDT-EAC,0,Square Desert Tub,packaging,external,,Square Desert Tub,OD200,0.00,,
PAC-SLI-70ML,0,Sauce Lids 70ml,packaging,external,,Sauce Lids 70ml,OD200,0.22,,
PAC-SO6-EAC,30299,Bag Brown BB3,packaging,external,,Bag Brown BB3,OD200,0.31,,
PAC-STR-EAC,30250,Oven Delight Cake Box Strbery,packaging,external,,Oven Delight Cake Box Strbery,OD200,3.86,,
PAC-STU-70ML,0,Sauce Tub 70ml,packaging,external,,Sauce Tub 70ml,OD200,0.35,,
PAC-SWI-EAC,30826,Swissroll Box,packaging,external,,Swissroll Box,OD200,6.49,8.00,
PAC-SWI-EAC,30826,Swissroll Box,packaging,external,,Swissroll Box,OD200,5.10,,
PAC-TAL-EAC,0,GLUTEN FREE CHOC MOUSSE CAKE TUB,exotic cakes,internal,,GLUTEN FREE CHOC MOUSSE CAKE TUB,OD200,0.57,,
PAC-VPC-EAC,0,Vinyl Print Coffee Boards,consumables,external,,Vinyl Print Coffee Boards,OD200,"1,250.00",,
PAC-WIN-EAC,0,Windsor X-Small B,packaging,external,,Windsor X-Small B,OD200,0.37,,
PAC-WRG-EAC,0,Wrist Guard,consumables,external,,Wrist Guard,OD200,0.00,,
PAC-ZIP-EACH,0,Ziplock Bags,packaging,external,,Ziplock Bags,OD200,0.00,,
PIE -CSR-EAC,15002,OD Premium Chicken Tikka Sausage Roll,pie,external,,OD Premium Chicken Tikka Sausage Roll,OD200,9.03,22.00,
PIE-APP-KG,0,Pie Apple,ingredient,external,,Pie Apple,OD200,0.00,,
PIE-COD-EAC,15103,Pie OD Chicken & Mushroom,pie,internal,,Pie OD Chicken & Mushroom,OD200,0.00,30.00,
PIE-CPP-EAC,15007,Pie Chicken Peri Peri,pie,external,,Pie Chicken Peri Peri,OD200,16.85,28.00,
PIE-MSR-EAC,15001,OD Premium Mutton Oriental Sausage Roll,pie,external,,OD Premium Mutton Oriental Sausage Roll,OD200,7.80,22.00,
PIE-ODM-EAC,15101,Pie OD Mutton Curry,pie,internal,,Pie OD Mutton Curry,OD200,0.00,30.00,
PIE-PPS-EAC,15009,Pie Pepper Steak,pie,internal,,Pie Pepper Steak,OD200,16.85,28.00,
PIE-SAF-EAC,15005,Pie Spinach & Feta,pie,external,,Pie Spinach & Feta,OD200,16.85,28.00,
PIE-SAK-EAC,15010,Pie Steak & Kidney,pie,external,,Pie Steak & Kidney,OD200,16.85,28.00,
PIE-SRB-EACH,15105,Pie Sausage Roll( Beef),pie,external,,Pie Sausage Roll( Beef),OD200,14.95,22.00,
PIE-VEG-EAC,15004,Pie OD Vegetable,pie,internal,,Pie OD Vegetable,OD200,9.50,28.00,
PLA -SCO-EAC,0,Platter Scone Delight 18s,platter,internal,,Platter Scone Delight 18s,OD200,0.00,450.00,
PLA- MIX-EAC,0,Platter Mixy Delight,platter,internal,,Platter Mixy Delight,OD200,0.00,550.00,
PLA-CHE-EAC,0,Platter Cheeky Delight,platter,internal,,Platter Cheeky Delight,OD200,0.00,550.00,
PLA-CRO-EAC,0,Platter Croissant Delight 20s,platter,internal,,Platter Croissant Delight 20s,OD200,0.00,450.00,
PLA-MEA-EAC,0,Platter Meaty Delight,platter,internal,,Platter Meaty Delight,OD200,0.00,550.00,
PLA-MUFF- EAC,0,Platter Muffin Delight 30s,platter,internal,,Platter Muffin Delight 30s,OD200,0.00,450.00,
PLA-SMA-EAC,0,Platter Snacky Delight,platter,internal,,Platter Snacky Delight,OD200,0.00,550.00,
PLA-VEG-EAC,0,Platter Veggy Delights,platter,internal,,Platter Veggy Delights,OD200,0.00,500.00,
SAV-CJR-EAC,0,Chicken & Jalapeno Rissoles,savoury,internal,,Chicken & Jalapeno Rissoles,OD200,0.00,8.00,
SAV-CSA-EAC,0,Chicken Samoosa,savoury,internal,,Chicken Samoosa,OD200,0.00,6.00,
SAV-FIS-EAC,0,Fish Cake,savoury,internal,,Fish Cake,OD200,0.00,12.00,
SAV-LMS-EAC,0,Lamb Mince Samoosa,savoury,internal,,Lamb Mince Samoosa,OD200,0.00,6.00,
SAV-PUP-EAC,0,Puri Plain,savoury,internal,,Puri Plain,OD200,0.00,4.50,
SAV-PUR-EAC,8001,Puri & Patha (3s),savoury,internal,,Puri & Patha (3s),OD200,0.00,35.00,
SAV-RCJ-EAC,0,Cheese & Jalapeno Rissoles,savoury,internal,,Cheese & Jalapeno Rissoles,OD200,0.00,8.00,
SAV-SAM-EAC,0,Samoosa 3s,savoury,internal,,Samoosa  3s,OD200,0.00,7.00,
SAV-SMS-EACH,,Soya Mince Samoosa,savoury,internal,,Soya Mince Samoosa,OD200,0.00,6.00,
SHP - JAL-EACH,9009,Jalebi 250g,shop front,external,,Jalebi 250g,OD200,70.00,95.00,
SHP- BAN-EAC,16055,Banana Loaf,shop front,internal,,Banana Loaf,OD200,0.00,42.00,
SHP- CRW-EAC,0,Roti Chicken Wrap,savoury,internal,,Roti Chicken Wrap,OD200,0.00,20.00,
SHP- GUL-1KG,0,Gulab Jamun 1kg,shop front,external,,Gulab Jamun 1kg,OD200,0.00,280.00,
SHP- GUL-4S,60001,Gulab Jamun 4s Pure Butter,shop front,external,,Gulab Jamun 4s Pure Butter,OD200,0.00,40.00,
SHP- MOL-6S,0,DC Sweetmeats Mini Oval Laser Cut Wooden (6s),shop front,external,,DC Deluxe Mini Wooden  Laser Cut,OD200,65.00,170.00,
SHP- PRW-EAC,0,Roti Potatoe Wrap,savoury,internal,,Roti Potatoe Wrap,OD200,0.00,15.00,
SHP- RAE-EAC,16058,Eggless Rainbow Sponge Log,shop front,internal,,Eggless Rainbow Sponge Log,OD200,0.00,75.00,
SHP- SWEE-250G,0,DC Sweet Meats Assorted 250g,shop front,external,,DC Sweet Meats Assorted 250g,OD200,57.50,80.00,
SHP-AUA-EAC,9008,DC Authentic Assorted Sweetmeats 11 pieces,shop front,external,,DC Authentic Assorted Sweetmeats 11 pieces,OD200,110.00,150.00,
SHP-AUT-EAC,0,Authentic Ladoo,shop front,external,,Authentic Ladoo,OD200,0.00,,
SHP-BAN-6S,8080,Banana Puri (6s),shop front,external,,Banana Puri (6s),OD200,40.00,70.00,
SHP-BCC-EAC,16041,Buttercream Christmas cakes,shop front,internal,,Buttercream Christmas cakes,OD200,0.00,55.00,
SHP-BCG-EAC,16042,ButterCream Christmas Gateaux,shop front,internal,,ButterCream Christmas Gateaux,OD200,0.00,130.00,
SHP-BRB-400,30370,Bread Brown 400g,shop front,internal,,Bread Brown 400g,OD200,0.00,5.00,
SHP-BRB-400G,0,Bread Bunny Loaf 400g,shop front,internal,,Bread Bunny Loaf 400g,OD200,0.00,8.00,
SHP-BRB-800,13005,Sun Bread Brown 800g,shop front,internal,,Sun Bread Brown 800g,OD200,0.00,15.00,
SHP-BRG-EAC,16003,Bread Garlic 300g,shop front,internal,,Bread Garlic 300g,OD200,0.00,32.00,
SHP-BRO-EAC,0,Butter Roti (6s),shop front,internal,,Butter Roti (6s),OD200,0.00,30.00,
SHP-BRR-500,16004,Bread Tea Ring,shop front,internal,,Bread Tea Ring,OD200,0.00,34.00,
SHP-BRT-500,16005,Bread Tea Loaf 500g,shop front ,internal,,Bread Tea Loaf 500g,OD200,0.00,34.00,
SHP-BRW-400,30372,Bread White 400g,shop front,internal,,Bread White 400g,OD200,0.00,5.00,
SHP-BRW-800,13003,Sun Bread White 800,shop front,internal,,Sun Bread White 800,OD200,0.00,15.00,
SHP-BSC-EAC,16044,Butter Scones (4s),shop front,internal,,Butter Scones (4s),OD200,0.00,34.00,
SHP-BTW-500,16007,Bread 500g Twist,shop front,internal,,Bread 500g Twist,OD200,0.00,22.00,
SHP-BUN-EAC,16008,Buns 100g Soft 6s,shop front,internal,,Buns 100g Soft 6s,OD200,0.00,27.00,
SHP-BUR-1KG,0,Burfee 1kg,shop front,internal,,Burfee 1kg,OD200,72.00,300.00,
SHP-BUR-KGR,0,Burfee 9pc,shop front,internal,,Burfee 9pc,OD200,72.00,95.00,
SHP-BVS-EAC,16009,BC Vanilla Swiss Roll,buttercream cake,internal,,BC Vanilla Swiss Roll,OD200,0.00,44.00,
SHP-CFI-EAC,16015,Christmas fruit Cake Round Iced,shop front,internal,,Christmas fruit Cake Round Iced,OD200,0.00,160.00,
SHP-CFP-EAC,16016,Christmas Fruit Cake Round Plain,shop front,internal,,Christmas Fruit Cake Round Plain,OD200,0.00,250.00,
SHP-CHA-1KG,0,Chana Magaj 1kg,shop front,internal,,Chana Magaj 1kg,OD200,0.00,300.00,
SHP-CHB-04S,30755,Chelsea Buns (6s),shop front,internal,,Chelsea Buns (6s),OD200,0.00,40.00,
SHP-CHO-PLN,16013,Chocolate Gateaux Plain,shop front,internal,,Chocolate Gateaux Plain,OD200,0.00,30.00,
SHP-CPN-EAC,16014,Carrot and Pecan Nut Slab,shop front,internal,,Carrot and Pecan Nut Slab,OD200,0.00,48.00,
SHP-CRB-06S,16017,Cream Buns 6s,shop front,internal,,Cream Buns 6s,OD200,0.00,42.00,
SHP-CRO-06S,16018,Rolls 70g Soft Hotdog Cheese 6,shop front,internal,,Rolls 70g Soft Hotdog Cheese 6,OD200,0.00,32.00,
SHP-CSC-EAC,6.00165E+12,Chocolate Sponge Cake,shop front,internal,,Chocolate Sponge Cake,OD200,0.00,47.00,
SHP-CTP-EAC,0,Christmas Steamed Pudding,shop front,internal,,Christmas Steamed Pudding,OD200,0.00,200.00,
SHP-CTR-EAC,16020,Cocktail Rolls,shop front,internal,,Cocktail Rolls,OD200,0.00,34.00,
SHP-CWP-EAC,16038,Christmas Windsor Plain,shop front,internal,,Christmas Windsor Plain,OD200,0.00,120.00,
SHP-CWS-EAC,16049,Christmas Windsor Slice,shop front,internal,,Christmas Windsor Slice,OD200,0.00,40.00,
SHP-DBB-EAC,,DC Diwali Bandhani Box,shop front,external,,DC  Bandhani Box (8s),OD200,0.00,90.00,
SHP-DCB-EAC,,DC Cutwork Laser Cut Design,shop front,external,,DC Cutwork Laser Cut Design,OD200,0.00,110.00,
SHP-DDK-EAC,,DC Deluxe Diamante Knob Mini Wooden Laser Cut,shop,external,,DC Deluxe Diamante Knob Mini Wooden Laser Cut,OD200,140.00,170.00,
SHP-DEG-EAC,,DC Diwali Eggless Cake,shop front,internal,,DC Diwali Eggless Cake,OD200,0.00,60.00,
SHP-DEP-EAC,,DC Elephant Pendant Box,shop front,external,,DC Elephant Pendant Box,OD200,0.00,210.00,
SHP-DJA-EAC,0,DC Diwali Jalebi,shop front,external,,DC Diwali Jalebi,OD200,70.00,95.00,
SHP-DLB-EAC,0,DC Diwali Large Bag,shop front,external,,DC Diwali Large Bag,OD200,0.00,40.00,
SHP-DMA-EAC,0,DC Diwali Macaroons,shop front,external,,DC Diwali Macaroons (5s),OD200,65.00,90.00,
SHP-DME-EAC,,DC Majestic Elephant/Ganesha,shop front,external,,DC Majestic Elephant/Ganesha,OD200,0.00,80.00,
SHP-DMJ-EAC,,DC Majestic Jewels Ganesha 595g,shop front,external,,DC Majestic Jewels Ganesha 595g,OD200,320.00,450.00,
SHP-DPS-EAC,,DC Peacock Shape,shop front,external,,DC Peacock Shape,OD200,170.00,240.00,
SHP-DRO-EAC,16045,Dhall Roti (6s),shop front,external,,Dhall Roti (6s),OD200,0.00,35.00,
SHP-DTE-EAC,,DC Timeless Elegant Box,shop front,external,,DC Timeless Elegant Box,OD200,0.00,170.00,
SHP-EBR-EAC,,DC Exclusive Box Rose Gold,shop front,external,,DC Exclusive Box Rose Gold,OD200,0.00,320.00,
SHP-ESG-EAC,,DC Exclusive Box Gold,shop front ,external,,DC Exclusive Box Gold,OD200,220.00,320.00,
SHP-FCE-EAC,0,Christmas Fruit Cake Eggless Round,shop front,internal,,Christmas Fruit Cake Eggless Round,OD200,0.00,160.00,
SHP-FRT-LRG,0,Five Roses Tea Tall,drink,external,,Five Roses Tea Tall,OD200,0.00,16.00,
SHP-HBU-EAC,16022,Hot x Buns 6s,shop front,internal,,Hot x Buns 6s,OD200,0.00,31.00,
SHP-IDH-EACH,60071,Idhli Pure Butter (4s),platter,internal,,Idhli Pure Butter (4s),OD200,0.00,37.00,
SHP-LAC-EACH,110102,Chocolate Lamington 5 pack,shop front,internal,,Chocolate Lamington 5 pack,OD200,0.00,45.00,
SHP-LAD-EAC,0,Ladoo 9 piece,shop front,internal,,Ladoo  9 piece,OD200,50.00,70.00,
SHP-LAR-EACH,110101,Raspberry Lamington 5 pack,shop front,internal,,Raspberry Lamington 5 pack,OD200,0.00,45.00,
SHP-LFS-EAC,,DC Large Floral Boxes,shop front,external,,DC Large Floral Boxes,OD200,110.00,160.00,
SHP-LHS-375,9003,DC Large Hexagonal Deluxe Sweetmeats 375g,shop front,external,,DC Large Hexagonal Deluxe Sweetmeats 375g,OD200,170.00,250.00,
SHP-MAD-EAC,16023,Madeira,shop front,internal,,Madeira,OD200,0.00,48.00,
SHP-MFS-EAC,,DC Meduim Floral Box,shop front,external,,DC Meduim Floral Box,OD200,75.00,120.00,
SHP-MHS-165,9001,DC Mini Hexagonal Deluxe Sweetmeats 165g,shop front,external,,DC Mini Hexagonal Deluxe Sweetmeats 165g,OD200,90.00,140.00,
SHP-MIN-EAC,16024,Mince Pies,shop front,internal,,Mince Pies,OD200,0.00,48.00,
SHP-MRO-EACH,16048,Brown Roti (6s),shop front,internal,,Brown Roti (6s),OD200,0.00,35.00,
SHP-NAA-02S,16025,Naan 300g 2s,shop front,internal,,Naan 300g 2s,OD200,0.00,34.00,
SHP-NAA-EAC,16026,Naan 300g,shop front,internal,,Naan 300g,OD200,0.00,17.00,
SHP-PPP-30S,0,Puri Patha Platter 30s,shop front,internal,,Puri Patha Platter 30s,OD200,0.00,380,
SHP-RAI-EAC,16027,Rainbow Sponge Log,shop front,internal,,Rainbow Sponge Log,OD200,0.00,60.00,
SHP-RAL-EAC,16028,Raisin Loaf,shop front,internal,,Raisin Loaf,OD200,0.00,20.00,
SHP-RBT-LRG,0,Rooibos Tea Tall,drink,internal,,Rooibos Tea Tall,OD200,0.00,18.00,
SHP-RJS-595,9006,DC Rajasthani Jewel Sweetmeats 595g,shop front,external,,DC Rajasthani Jewel Sweetmeats 595g,OD200,240.00,360.00,
SHP-ROLL-06S,16029,Rolls 60g Soft Hotdog 6s,shop front,internal,,Rolls 60g Soft Hotdog 6s,OD200,0.00,18.00,
SHP-ROLL-12S,16030,Rolls 60g Soft Hotdog 12s,shop front,internal,,Rolls 60g Soft Hotdog 12s,OD200,0.00,36.00,
SHP-ROT-EAC,16046,Rotis 12s,shpo front,internal,,Rotis 12s,OD200,0.00,35.00,
SHP-SBB-EACH,0,DC Sweetmeats Boujee Burfee,shop front,external,,DC Bandhani Burfee Box (9s),OD200,110.00,110.00,
SHP-SBC-EAC,8050,Burfee Soji Cake,shop front,internal,,Burfee Soji Cake,OD200,0.00,110.00,
SHP-SCF-EAC,16032,Scones Fruit 4s,shop front,internal,,Scones Fruit 4s,OD200,0.00,45.00,
SHP-SCG-EAC,16034,Dome Buttercream Christmas Cake,shop front,internal,,Dome Buttercream Christmas Cake,OD200,0.00,50.00,
