Item Code,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,Ingredients,Item Description,Whse,Cost,Incl Price,
SRN-STA-2TI,0,BD2 Tier Stack Sponge- Plastic Icing-12&14,novelty,internal,,BD2 Tier Stack Sponge- Plastic Icing-12&14,OD400,0.00,"2,500.00",
SRN-STA-3TI,,BD 3 Tier Stack Sponge- Plastic Icing 101214,novelty,internal,,BD 3 Tier Stack Sponge- Plastic Icing 101214,OD400,0.00,"3,600.00",
SWE-BOR-EAC,6.00963E+12,Masala Bor,sweet,external,,Masala Bor,OD400,0.00,6.00,
SWE-CRO-EAC,6.00961E+12,Chocolate Rocher,sweet,external,,Chocolate Rocher,OD400,0.00,8.00,
VEG-CHI-KGR,0,Green Chillies,ingredient,external,,Green Chillies,OD400,0.00,,
Water,0,Water,ingredient,external,,Water,OD400,0.00,,
XBF-BAN-EAC,30094,Fruit Banana,ingredient,external,,Fruit Banana,OD400,1.00,,
XBF-BAN-KGR,0,Banana Essence,ingredient,external,,Banana Essence,OD400,214.50,,
XBF-BAN-KGR,0,Banana Essence,ingredient,external,,Banana Essence,OD400,211.28,,
XBF-CHL-KGR,30084,Chellies Red Alpine,ingredient,external,,Chellies Red Alpine,OD400,40.90,,
XBF-CUT-KGR,30086,Fruit Cut Peel,ingredient,external,,Fruit Cut Peel,OD400,64.21,,
XBF-FMX-KGR,30089,Fruit Mix (Chipkins),ingredient,external,,Fruit Mix (Chipkins),OD400,26.38,,
XBF-PDA-KGR,0,Pitted Dates,ingredient,external,,Pitted Dates,OD400,0.00,,
XBF-PIE-KGR,30092,Fruit Pie Apples,ingredient,external,,Fruit Pie Apples,OD400,16.40,,
XBF-RWC-KGR,30669,Red Whole Cherries,ingredient,external,,Red Whole Cherries,OD400,71.21,,
XBR-BEB-1KGR,0,Berries Blend,ingredient,external,,Berries Blend,OD400,67.65,,
XBR-MDF-1KGR,0,Mango Diced Fruit,ingredient,external,,Mango Diced Fruit,OD400,97.92,,
XBR-TOM-KGR,0,Tomatoe Paste 3.06kg,ingredient,external,,Tomatoe Paste 3.06kg,OD400,0.00,,
XCH-CCB-KGR,30158,Chocolate Choco Blocks,ingredient,external,,Chocolate Choco Blocks,OD400,48.95,,
XCH-CCM-KGR,30157,Chocolate Chockex Chips Milk,ingredient,external,,Chocolate Chockex Chips Milk,OD400,66.66,,
XCH-CCW-KGR,30159,Chocolate Chockex Chips White,ingredient,external,,Chocolate Chockex Chips White,OD400,66.57,,
XCH-PMC-EAC,,Chocolate Peppermint Crisp,ingredient,external,,Chocolate Peppermint Crisp,OD400,18.72,,
XCH-POW-KGR,30238,Powder Cocoa,ingredient,external,,Powder Cocoa,OD400,125.84,,
XCH-TIN-KG,0,Tin Glide 5kg,ingredient,external,,Tin Glide 5kg,OD400,55.62,,
XCH-VER-KGR,30163,Vermicelli Chocolate,ingredients,external,,Vermicelli Chocolate,OD400,52.04,,
XCO-AES-LTR,0,Aniseed Essence,ingredients,external,,Aniseed Essence,OD400,123.57,,
XCO-BCR-KGR,0,Bread Crumbs,ingredient,external,,Bread Crumbs,OD400,210.55,,
XCO-BLA-KGR,30225,Black Jack,ingredient,external,,Black Jack,OD400,41.74,,
XCO-LEM-KGR,30164,Coloured Powder Lemon Yellow,ingredient,external,,Coloured Powder Lemon Yellow,OD400,160.29,,
XCO-PBL-KGR,30176,powder food colouring blue,ingredient,external,,powder food colouring blue,OD400,159.70,,
XCO-PGN-KGR,30175,Powder colouring green,ingredient,external,,Powder colouring green,OD400,160.00,,
XCO-PIL-KGR,30173,Pillar Box Red,ingredient,external,,Pillar Box Red,OD400,124.14,,
XCO-REG-EAC,30177,Red piping gel,ingredient,external,,Red piping gel,OD400,0.00,,
XCO-VES-LTR,30708,Vanilla Essence,ingredient,external,,Vanilla Essence,OD400,68.31,,
XCO-VES-LTR,30708,Vanilla Essence,ingredient,external,,Vanilla Essence,OD400,68.31,,
XDA-BERG-KGR,0,Berg Cheese,ingredient,external,,Berg Cheese,OD400,78.26,,
XDA-BUT-EAC,30756,Buttermilk,ingredient,external,,Buttermilk,OD400,40.36,,
XDA-CBF-KGR,0,Chicken Breast Fillet,ingredient,external,,Chicken Breast Fillet,OD400,49.49,,
XDA-CBF-KGR,0,Chicken Breast Fillet,ingredient,external,,Chicken Breast Fillet,OD400,49.49,,
XDA-CCS-KGR,30179,Cheese Cottage Smooth,ingredient,external,,Cheese Cottage Smooth,OD400,95.43,,
XDA-CHE-KGR,30562,Cheddar Cheese,ingredient,external,,Cheddar Cheese,OD400,101.67,,
XDA-CHI-EAC,0,Chicken Wings Drumettes,ingredient,external,,Chicken Wings Drumettes,OD400,82.61,,
XDA-CHI-EAC,0,Chicken Wings Drumettes,ingredient,external,,Chicken Wings Drumettes,OD400,105.00,,
XDA-CMO-KGR,,Cheese Feta,ingredient,external,,Cheese Feta,OD400,93.37,,
XDA-CRA-1KG,0,Crab Sticks,ingredient,external,,Crab Sticks,OD400,38.05,,
XDA-CRA-1KG,0,Crab Sticks,ingredient,external,,Crab Sticks,OD400,38.05,,
XDA-CRE-250,30848,Cream Cheese,ingredient,external,,Cream Cheese,OD400,123.87,,
XDA-CRF-500,30180,Cream Fresh 500ml,ingredient,external,,Cream Fresh 500ml,OD400,47.64,,
XDA-CSS-KGR,0,Chicken Salsa Snack Wings 6kg,ingredient,external,,Chicken Salsa Snack Wings 6kg,OD400,95.65,,
XDA-CSS-KGR,0,Chicken Salsa Snack Wings 6kg,ingredient,external,,Chicken Salsa Snack Wings 6kg,OD400,95.65,,
XDA-CTS-KGR,0,Chicken Tikka Sausage,ingredient,external,,Chicken Tikka Sausage,OD400,60.87,,
XDA-FCR-250ML,0,Cream Fresh 250ml,ingredient,external,,Cream Fresh 250ml,OD400,13.50,,
XDA-FLO-KGR,0,Flora light,consumables,external,,Flora light,OD400,73.79,,
XDA-HAK-1KG,0,Hake Fillet -fish,ingredient,external,,Hake Fillet -fish,OD400,138.45,,
XDA-JAL-KGR,0,Jalapenos,ingredient,external,,Jalapenos,OD400,35.60,,
XDA-JAL-KGR,0,Jalapenos,ingredient,external,,Jalapenos,OD400,35.60,,
XDA-LAM- KGR,0,Lamb Mince,ingredient,external,,Lamb Mince,OD400,86.09,,
XDA-MBP-EAC,0,Mini Butter Portions 8grams,ingredient,external,,Mini Butter Portions 8grams,OD400,1.08,,
XDA-MBP-EAC,0,Mini Butter Portions 8grams,ingredient,external,,Mini Butter Portions 8grams,OD400,1.08,,
XDA-MCP-KGR,0,Mutton Cheese Patties,ingredient,external,,Mutton Cheese Patties,OD400,0.00,,
XDA-MJP-EAC,0,Mini Jam Portions 15Grams,ingredient,external,,Mini Jam Portions 15Grams,OD400,1.15,,
XDA-MVE-KGR,0,Mix Veggies Mcain,ingredient,external,,Mix Veggies Mcain,OD400,37.11,,
XDA-MVE-KGR,0,Mix Veggies Mcain,ingredient,external,,Mix Veggies Mcain,OD400,37.11,,
XDA-NON-KGR,30183,Non Dairy Cream,ingredient,external,,Non Dairy Cream,OD400,46.09,,
XDA-NUT-LTR,30597,Nutriday Yogurt Plain,ingredient,external,,Nutriday Yogurt Plain,OD400,22.28,,
XDA-OGC-LTR,0,Cream Fresh Orange Grove 1litre,ingredient,external,,Cream Fresh Orange Grove 1litre,OD400,50.00,,
XDA-OMU-KGR,0,Oriental Mutton Sausage,ingredient,external,,Oriental Mutton Sausage,OD400,85.22,,
XDA-PAR-EAC,0,Unbaked Patha Rolls,ingredient,external,,Unbaked Patha Rolls,OD400,18.33,,
XDA-PEA-KGR,0,Peas Frozen 10kg,ingredient,external,,Peas Frozen 10kg,OD400,42.12,,
XDA-PUP-KGR,0,Fathimas Puff Pastry 1kg,ingredient,external,,Fathimas Puff Pastry 1kg,OD400,0.00,,
XDA-SMF-EAC,0,Saldanha Middlecut Tin Fish 400g,ingredient,external,,Saldanha Middlecut Tin Fish 400g,OD400,27.54,,
XDA-SOY-KGR,0,Tommy Marinated Mince,ingredient,external,,Tommy Marinated Mince,OD400,0.00,,
XDA-TUC-KGR,0,Tuna Chunks In Brine 1.7kg,ingredient,external,,Tuna Chunks In Brine 1.7kg,OD400,123.53,,
XDA-TUS-KGR,0,Tuna Shredded In Brine 1.7kg,ingredient,external,,Tuna Shredded In Brine 1.7kg,OD400,132.72,,
XDA-TWP-KGR,0,Tomato Whole Peeled,ingredient,external,,Tomato Whole Peeled,OD400,18.40,,
XDA-YDR-KGR,0,Yeast Dry,ingredient,external,,Yeast Dry,OD400,90.00,,
XDE-AST-EAC,30836,Astd roses,miscellaneous,external,,Astd roses,OD400,0.00,,
XDE-GBD-KGR,30187,Gold Beads per Kg,ingredient,external,,Gold Beads per Kg,OD400,426.51,,
XDE-GLI-EAC,30186,Glitter,ingredient,external,,Glitter,OD400,17.00,,
XDE-NOP-KGR,30195,Non Pareil,ingredient,external,,Non Pareil,OD400,51.69,,
XDE-PMG-KGR,30196,Powder Metallic Gold,ingredient,external,,Powder Metallic Gold,OD400,211.46,,
XDE-PMS-KGR,30197,Powder Metallic Silver,ingredient,external,,Powder Metallic Silver,OD400,184.60,,
XDE-RIB-EAC,30198,Ribbon,consumables,external,,Ribbon,OD400,24.48,,
XDE-TEA-EAC,30201,Ribbon tear 1 Roll,miscellaneous,external,,Ribbon tear 1 Roll,OD400,0.00,,
XDO-BTE-200G,0,Bakers Tennis Biscuit 200g,ingredient,external,,Bakers Tennis Biscuit 200g,OD400,21.49,,
XFA-COO-LTR,0,Cooking Oil 5ltrs,ingredient,external,,Cooking Oil 5ltrs,OD400,0.00,,
XFA-CRI-LTR,30615,Crispa Oil,ingredient,external,,Crispa Oil,OD400,35.61,,
XFA-EGG-KGR,0,Eggs,ingredient,external,,Eggs,OD400,46.67,,
XFA-EGG-KGR,0,Eggs,ingredient,external,,Eggs,OD400,46.67,,
XFA-FPS-KGR,30206,Fat Pastrex Super,ingredient,external,,Fat Pastrex Super,OD400,26.99,,
XFA-MAR-KGR,30208,Margarine Marvello Yellow,ingredient,external,,Margarine Marvello Yellow,OD400,48.58,,
XFA-MAS-KGR,30209,Margarine Mastercraft White,ingredient,external,,Margarine Mastercraft White,OD400,31.92,,
XFA-MAS-KGR,30209,Margarine Mastercraft White,ingredient,external,,Margarine Mastercraft White,OD400,31.44,,
XFA-MOO-KGR,30780,Mooi river butter,ingredient,external,,Mooi river butter,OD400,61.42,,
XFA-MRG-KGR,30210,Margarine Mr G,ingredient,external,,Margarine Mr G,OD400,19.17,,
XFA-OIL-LTR,30211,Oil Crispa Gold,ingredients,external,,Oil Crispa Gold,OD400,24.45,,
XFA-OIL-LTR,30211,Oil Crispa Gold,ingredients,external,,Oil Crispa Gold,OD400,22.41,,
XFA-OVA-KGR,30212,Ovalette,ingredient,external,,Ovalette,OD400,41.60,,
XFA-PTX-KGR,30672,Pastrex Super,ingredient,external,,Pastrex Super,OD400,33.14,,
XFA-RAM-KGR,30810,Rama,ingredient,external,,Rama,OD400,0.00,,
XFA-REL-LTR,30213,Release,ingredient,external,,Release,OD400,18.91,,
XFA-SOI-LTR,0,Sunflower Sunfoil 5 Ltr,ingredient,external,,Sunflower Sunfoil 5 Ltr,OD400,39.52,,
XFA-SOR-LRT,30242,Sorbitol 30LTR,ingredient,external,,Sorbitol 30LTR,OD400,19.20,,
XFA-YWT-KGR,30244,Yeast Wet,ingredient,external,,Yeast Wet,OD400,33.94,,
XFL-BRF-125,30215,Flour Brown,packaging,external,,Flour Brown,OD400,6.17,,
XFL-CAF-125,30217,FlourCake,ingredients,external,,FlourCake,OD400,11.92,,
XFL-CMB-125,0,Complete Mix - Brown Bread Flour,ingredients,external,,Complete Mix - Brown Bread Flour,OD400,13.23,,
XFL-CMB-125,0,Complete Mix - Brown Bread Flour,ingredients,external,,Complete Mix - Brown Bread Flour,OD400,13.10,,
XFL-CMW-125,0,Complete Mix - White Bread Flour,ingredient,external,,Complete Mix - White Bread Flour,OD400,13.43,,
XFL-CMW-125,0,Complete Mix - White Bread Flour,ingredient,external,,Complete Mix - White Bread Flour,OD400,13.30,,
XFL-GSE-KGR,0,Semolina Golden Cloud 1kg,ingredient,external,,Semolina Golden Cloud 1kg,OD400,16.87,,
XFL-NYA-KGR,0,Nyala Maize Meal 10kg,ingredient,external,,Nyala Maize Meal 10kg,OD400,10.40,,
XMO-BS6-KGR,0,Premix Bread S6002 5%,ingredient,external,,Premix Bread S6002 5%,OD400,19.68,,
XMP -BFM-KGR,0,Premix Butter Flavoured Madeira 12.5kg,ingredient,external,,Premix Butter Flavoured Madeira 12.5kg,OD400,44.30,,
XMP-S60-KGR,0,Premix S6002 Bread,ingredient,external,,Premix S6002 Bread,OD400,12.80,,
XMP-S60-KGR,0,Premix S6002 Bread,ingredient,external,,Premix S6002 Bread,OD400,12.54,,
XMP-SCC-KGR,0,Sponge Chocolate Coastal,ingredient,external,,Sponge Chocolate Coastal,OD400,53.73,,
XMP-SRA-KGR,0,Soft Roll Alpaga Improver,ingredient,external,,Soft Roll Alpaga Improver,OD400,190.90,,
XMP-SRA-KGR,0,Soft Roll Alpaga Improver,ingredient,external,,Soft Roll Alpaga Improver,OD400,187.08,,
XMP-SRE-EAC,0,Sponge Redvelvet Premix,ingredient,external,,Sponge Redvelvet Premix,OD400,49.93,,
XPM-5PB-KGR,0,Premix bread 5%,ingredient,external,,Premix bread 5%,OD400,18.70,,
XPM-5PB-KGR,0,Premix bread 5%,ingredient,external,,Premix bread 5%,OD400,18.70,,
XPM-AFG-KGR,0,Apricot Flan Gel,ingredient,external,,Apricot Flan Gel,OD400,49.05,,
XPM-CCM-KGR,30110,Mix Chocomousse,ingredient,external,,Mix Chocomousse,OD400,87.95,,
XPM-EMC-KGR,0,Sponge Ebony Moist Choc Mix,ingredient,external,,Sponge Ebony Moist Choc Mix,OD400,75.26,,
XPM-FAI-KGR,30118,Premix 15% Sweet Fairglen,ingredient,external,,Premix 15% Sweet Fairglen,OD400,37.24,,
XPM-FON-5KG,30233,Fond Suisse,ingredient,external,,Fond Suisse,OD400,50.00,,
XPM-FRU-KGR,30088,Fruit Mince,ingredient,external,,Fruit Mince,OD400,34.66,,
XPM-HXB-KGR,30104,Hot x bun full premix,ingredient,external,,Hot x bun full premix,OD400,30.47,,
XPM-KOK-KGR,,Kokomix Pettina,ingredient,external,,Kokomix Pettina,OD400,60.04,,
XPM-MUE-KGR,30113,Mix Muesli Slice,ingredient,external,,Mix Muesli Slice,OD400,37.19,,
XPM-NOB-KGR,0,No-bake premix,ingredient,external,,No-bake premix,OD400,67.39,,
XPM-PAS-KGR,30116,Paste 4.5% Standard Bread,ingredient,external,,Paste 4.5% Standard Bread,OD400,14.24,,
XPM-SCH-KGR,30099,Sponge Chocolate,ingredient,external,,Sponge Chocolate,OD400,33.88,,
XPM-SPC-KGR,30243,Stabiliser Pettina Cream,ingredient,external,,Stabiliser Pettina Cream,OD400,37.58,,
XPM-SPE-KGR,30128,Sponge Eggless,ingredient,external,,Sponge Eggless,OD400,84.28,,
XPM-SPI-KGR,30100,Sponge Pettina Instant,ingredient,external,,Sponge Pettina Instant,OD400,22.51,,
XPM-SVC-KGR,0,Sponge Instant Coastal,ingredient,external,,Sponge Instant Coastal,OD400,43.75,,
XPM-SWE-KGR,30119,Premix 20% Sweet Red,ingredient,external,,Premix 20% Sweet Red,OD400,33.72,,
XPO-BCS-KGR,0,Specialty-Chai,ingredient,external,,Specialty-Chai,OD400,0.00,,
XPO-MHS-LTR,0,Monin Hazelnut Syrup,ingredient,external,,Monin Hazelnut Syrup,OD400,0.00,,
XPO-MVS-LTR,0,Monin Vanilla Syrup,ingredient,external,,Monin Vanilla Syrup,OD400,0.00,,
XPO-SCF-KGR,0,Specialty - Coffee Freezo,ingredient,external,,Specialty - Coffee Freezo,OD400,0.00,,
XPO-SCM-LTR,0,Salted Caramel Milkshake Syrup,ingredient,external,,Salted Caramel Milkshake Syrup,OD400,0.00,,
XPO-SIC-KGR,0,Specialty -Indonesian Coffee,ingredient,external,,Specialty -Indonesian Coffee,OD400,0.00,,
XPO-SMC-EAC,0,Monin Caramel Sauce,ingredient,external,,Monin Caramel Sauce,OD400,0.00,,
XPO-SMC-LTR,0,Monin Caramel Syrup,ingredient,external,,Monin Caramel Syrup,OD400,0.00,,
XPO-SMS-LTR,0,Strawberry Milkshake Syrup,ingredient,external,,Strawberry Milkshake Syrup,OD400,0.00,,
XSN-ANI-KGR,30479,Aniseed,ingredient,external,,Aniseed,OD400,103.87,,
XSN-FLA-KGR,0,Flaked Almonds 1Kg,ingredient,external,,Flaked Almonds 1Kg,OD400,176.32,,
XSN-NUT-KGR,30131,Nuts Nibb,ingredient,external,,Nuts Nibb,OD400,46.60,,
XSN-PEA-KGR,,Pecan Nut kg,ingredient,external,,Pecan Nut kg,OD400,134.93,,
XSN-PEH-KGR,0,Pecan Nut Halves,ingredient,external,,Pecan Nut Halves,OD400,110.00,,
XSN-SDP-KGR,30135,seed poppy,ingredient,external,,seed poppy,OD400,159.79,,
XSN-SES-KGR,30499,Sesame Seed,Ingredient,external,,Sesame Seed,OD400,79.05,,
XSN-SJEE-KGR,0,Spice Jeera Whole,ingredient,external,,Spice Jeera Whole,OD400,87.79,,
XSN-SMI-KGR,0,Spice Mixed Herbs,ingredient,external,,Spice Mixed Herbs,OD400,135.61,,
XSN-SOR-KGR,0,Spice Origanum,ingredient,external,,Spice Origanum,OD400,156.52,,
XSN-WHS-KGR,0,Whole Somph,ingredient,external,,Whole Somph,OD400,0.00,,
XSP- DHA-EAC,0,Spice- Dhania,ingredient,external,,Spice- Dhania,OD400,0.00,,
XSP-ALG-KGR,0,Ground Almonds,ingredient,external,,Ground Almonds,OD400,173.00,,
XSP-ALG-KGR,0,Ground Almonds,ingredient,external,,Ground Almonds,OD400,170.41,,
XSP-BAK-KGR,30239,Baking Powder (Hercules),ingredient,external,,Baking Powder (Hercules),OD400,50.65,,
XSP-BIC-KGR,30224,Bicarbonate Soda,ingredient,external,,Bicarbonate Soda,OD400,20.34,,
XSP-CIN-KGR,30506,Cinnamon Ground,ingredient,external,,Cinnamon Ground,OD400,72.18,,
XSP-COR-KGR,30633,CornFlour,ingredient,external,,CornFlour,OD400,21.29,,
XSP-SAL-EAC,30240,Salt Bale,ingredient,external,,Salt Bale,OD400,4.41,,
XSP-SBN-KGR,30142,Spice Bunspice,ingredient,external,,Spice Bunspice,OD400,0.00,,
XSP-SNU-800G,0,Spice Nutmeg Ground 800g,ingredient,external,,Spice Nutmeg Ground 800g,OD400,440.24,,
XSP-WNM-KGR,1034,Whole Nutmeg,ingredient,external,,Whole Nutmeg,OD400,169.29,,
XSU-ESS-KGR,0,Equisweet Sucralose Sachets,ingredient,external,,Equisweet Sucralose Sachets,OD400,186.40,,
XSU-IBS-KGR,0,Hullets Brown Sugar Tubes,ingredient,external,,Hullets Brown Sugar Tubes,OD400,35.60,,
XSU-IWS-KGR,0,Huletts White Sugar Tubes,ingredient,external,,Huletts White Sugar Tubes,OD400,35.60,,
XSU-SBN-KGR,30148,Sugar Brown,ingredient,external,,Sugar Brown,OD400,11.58,,
XSU-SCH-KGR,30149,Sugar Castor Huletts,ingredients,external,,Sugar Castor Huletts,OD400,24.76,,
XSU-SCH-KGR,30149,Sugar Castor Huletts,ingredients,external,,Sugar Castor Huletts,OD400,24.39,,
XSU-SIC-KGR,30150,Sugar Icing Huletts,ingredient,external,,Sugar Icing Huletts,OD400,23.16,,
XSU-SIC-KGR,30150,Sugar Icing Huletts,ingredient,external,,Sugar Icing Huletts,OD400,22.81,,
XSU-SWH-KGR,30151,Sugar White Huletts,ingredient,external,,Sugar White Huletts,OD400,16.09,,
XTO - PIR-KGR,0,Pineapple Rings 440g,ingredient,external,,Pineapple Rings 440g,OD400,0.00,,
XTO- ESG-KGR,0,Espresso Grind Slojo Spiced Chai,ingredient,external,,Espresso Grind Slojo Spiced Chai,OD400,0.00,,
XTO- ESP-KGR,0,Espresso Coffee Beans Decaf,ingredient,external,,Espresso Coffee Beans Decaf,OD400,240.60,,
XTO- GRT-EAC,0,Green Tea,drink,external,,Green Tea,OD400,0.00,,
XTO- VIC-LTR,0,Gatti Vanilla Ice Cream,ingredient,external,,Gatti Vanilla Ice Cream,OD400,0.00,,
XTO-AJM-KGR,30219,Jam Apricot (All Gold),ingredient,external,,Jam Apricot (All Gold),OD400,36.47,,
XTO-ALE-KGR,0,Almond Essence,ingredient,external,,Almond Essence,OD400,0.00,,
XTO-ALM-KGR,30188,Almond Icing,ingredient,external,,Almond Icing,OD400,29.67,,
XTO-ASA-KGR,0,Ayesha Samoosa Strips,ingredient,external,,Ayesha Samoosa Strips,OD400,0.00,,
XTO-BAR-KGR,30651,Bar One Spread,ingredient,external,,Bar One Spread,OD400,110.68,,
XTO-CCL-KGR,0,Officemate Creamy Chai Latte,ingredient,external,,Officemate Creamy Chai Latte,OD400,134.00,,
XTO-CFU-KGR,0,Cereal Choc Future Life 1.25kg,ingredient,external,,Cereal Choc Future Life 1.25kg,OD400,89.27,,
XTO-CHE-KGR,30222,Pie Filling Black Forest Pie Filling,ingredient,external,,Pie Filling Black Forest Pie Filling,OD400,79.15,,
XTO-CHI-LTR,0,Sauce Chilli 2lt,ingredient,external,,Sauce Chilli 2lt,OD400,0.57,,
XTO-COB-KGR,0,Coffee Beans,ingredient,external,,Coffee Beans,OD400,270.00,,
XTO-CTS-EAC,0,Carte D Toffee Sauce,ingredient,external,,Carte D Toffee Sauce,OD400,67.50,,
XTO-CTS-EAC,0,Carte D Toffee Sauce,ingredient,external,,Carte D Toffee Sauce,OD400,66.49,,
XTO-DHC-KGR,0,Officemate Dark Hot Choc,ingredient,external,,Officemate Dark Hot Choc,OD400,94.50,,
XTO-GAR-KGR,0,Spread Garlic & Herb,ingredient,external,,Spread Garlic & Herb,OD400,60.00,,
XTO-GAR-KGR,0,Spread Garlic & Herb,ingredient,external,,Spread Garlic & Herb,OD400,58.80,,
XTO-GRA-KGR,30221,Pie Filling Granadilla,ingredient,external,,Pie Filling Granadilla,OD400,39.58,,
XTO-GSP-KGR,30561,Golden Syrup,ingredient,external,,Golden Syrup,OD400,38.11,,
XTO-HAS-KGR,0,Spread Hazelnut 5kg,ingredient,external,,Spread Hazelnut 5kg,OD400,0.00,,
XTO-HCC-KGR,0,Hot Chocolate Coffee Merchant,ingredient,external,,Hot Chocolate Coffee Merchant,OD400,120.50,,
XTO-HPM-EAC,0,Carte D Hot Pudding Mix,ingredient,external,,Carte D Hot Pudding Mix,OD400,105.00,,
XTO-HPM-EAC,0,Carte D Hot Pudding Mix,ingredient,external,,Carte D Hot Pudding Mix,OD400,103.43,,
XTO-HZL-KGR,30152,Hazelnut Praline,ingredient,external,,Hazelnut Praline,OD400,112.26,,
XTO-ICE-KGR,0,Ice,ingredient,external,,Ice,OD400,0.00,,
XTO-ICK-5KG,30105,Instant Custard Kramess,ingredient,external,,Instant Custard Kramess,OD400,72.58,,
XTO-JEL-KG,0,Assorted Jelly,ingredient,external,,Assorted Jelly,OD400,0.00,,
XTO-JEL-KG,0,Assorted Jelly,ingredient,external,,Assorted Jelly,OD400,0.00,,
XTO-KBO-EAC,0,Knorr Brown Onion Soup,ingredient,external,,Knorr Brown Onion Soup,OD400,152.21,,
XTO-KBO-EAC,0,Knorr Brown Onion Soup,ingredient,external,,Knorr Brown Onion Soup,OD400,152.21,,
XTO-KCM-EAC,0,Knorr Creamy Mushroom Sauce,ingredient,external,,Knorr Creamy Mushroom Sauce,OD400,4.63,,
XTO-KCM-EAC,0,Knorr Creamy Mushroom Sauce,ingredient,external,,Knorr Creamy Mushroom Sauce,OD400,4.63,,
XTO-KCS-EAC,0,Knorr Cream of Chicken Soup,ingredient,external,,Knorr Cream of Chicken Soup,OD400,4.63,,
XTO-KCS-EAC,0,Knorr Cream of Chicken Soup,ingredient,external,,Knorr Cream of Chicken Soup,OD400,4.63,,
XTO-KLI-KGR,0,Klim 500g,ingredient,external,,Klim 500g,OD400,72.50,,
XTO-MBD-500ML,0,Milky Bar Dessert Topping,ingredient,external,,Milky Bar Dessert Topping,OD400,193.06,,
XTO-MHC-KGR,0,Officemate Milky Hot Choc,ingredient,external,,Officemate Milky Hot Choc,OD400,109.00,,
XTO-MUS-LTR,0,Mustard Sauce,ingredient,external,,Mustard Sauce,OD400,0.00,,
XTO-MUS-LTR,0,Mustard Sauce,ingredient,external,,Mustard Sauce,OD400,0.00,,
XTO-NUT-KGR,0,Nutella 3kg,ingredient,external,,Nutella 3kg,OD400,0.00,,
XTO-OAT-KGR,0,Fine Oats 25 kg,ingredient,external,,Fine Oats 25 kg,OD400,14.36,,
XTO-OAT-KGR,0,Fine Oats 25 kg,ingredient,external,,Fine Oats 25 kg,OD400,14.14,,
XTO-PCH-KGR,30162,Paste Chocolate,ingredient,external,,Paste Chocolate,OD400,77.59,,
XTO-PDA-KG,0,Pitted Dates,ingredient,external,,Pitted Dates,OD400,45.21,,
XTO-PDA-KG,0,Pitted Dates,ingredient,external,,Pitted Dates,OD400,45.21,,
XTO-PEP-KGR,0,Nestle Peppermint Topping,ingredient,external,,Nestle Peppermint Topping,OD400,0.00,,
XTO-PIN-EAC,0,Pineapple crushed,ingredient,external,,Pineapple crushed,OD400,30.88,,
XTO-PLI-KGR,30189,Icing plastic,ingredient,external,,Icing plastic,OD400,28.83,,
XTO-RIC-KGR,0,Aunt Caroline Rice,ingredient,external,,Aunt Caroline Rice,OD400,13.50,,
XTO-SAJ-900G,0,Jam Strawberry All Gold 900g,ingredient,external,,Jam Strawberry All Gold 900g,OD400,65.33,,
XTO-SBJ-KGR,30220,Jam Strawberry (All Gold),ingredient,external,,Jam Strawberry (All Gold),OD400,50.46,,
XTO-SBO-KGR,30154,Spread Bar One Nestle,ingredient,external,,Spread Bar One Nestle,OD400,96.83,,
XTO-SCA-KGR,30155,Spread caramel,ingredient,external,,Spread caramel,OD400,64.17,,
XTO-SCF-KGR,0,Coffee Freezo Slojo,ingredient,external,,Coffee Freezo Slojo,OD400,230.40,,
XTO-SHC-KGR,0,Specialty Hot Chocolate,ingredient,external,,Specialty Hot Chocolate,OD400,0.00,,
XTO-SHW-KGR,0,Specialty White Hot Chocolate,ingredient,external,,Specialty White Hot Chocolate,OD400,212.00,,
XTO-SPE-KGR,0,Spread Peanut Butter 3kg,ingredient,external,,Spread Peanut Butter 3kg,OD400,115.02,,
XTO-STR-KGR,30710,Pie Filling Strawberry,ingredient,external,,Pie Filling Strawberry,OD400,17.23,,
XTO-TOM-LTR,0,Tomatoe Sauce,ingredient,external,,Tomatoe Sauce,OD400,21.08,,
XTO-TOM-LTR,0,Tomatoe Sauce,ingredient,external,,Tomatoe Sauce,OD400,21.08,,
XTO-VIN-LT,0,Vinegar,ingredient,external,,Vinegar,OD400,4.93,,
YBA-BOO-MX1,30446,Sub Batter - Bar One Sponge Round,sub recipe,internal,,Sub Batter - Bar One Sponge Round,OD400,0.00,,
YBA-BSC-MXI,0,Sub Batter- Butter Scones,sub recipe,internal,,Sub Batter- Butter Scones,OD400,0.00,,
YBA-CAC-MX1,30432,Sub Batter Carrot Cake,sub recipe,internal,,Sub Batter Carrot Cake,OD400,0.00,,
YBA-CCC-MX1,30859,Sub Batter-Carrot Cake with Cream Cheese Slab,sub recipe,internal,,Sub Batter-Carrot Cake with Cream Cheese Slab,OD400,0.00,,
YBA-CGS-MX1,30442,Sub Batter- Chocolate Gateaux Sponge,sub recipe,internal,,Sub Batter- Chocolate Gateaux Sponge,OD400,0.00,,
YBA-CHC-MX1,30434,Sub Batter-Chocolate Brownie,sub recipe,internal,,Sub Batter-Chocolate Brownie,OD400,0.00,,
YBA-CHO-MX1,30352,Sub Sponge Batter -Chocolate,sub recipe,internal,,Sub Sponge Batter -Chocolate,OD400,0.00,,
